date,location_name,location,cases,cases_available,seq_available,seq_voc,seq_total,share_voc
2021-01-02,Belgium,BE,57354,2021-01-02,2021-08-27,0,181,0
2021-01-02,Belgium,BE,57354,2021-01-02,2021-08-31,0,181,0
2021-01-02,Belgium,BE,57354,2021-01-02,2021-09-02,0,181,0
2021-01-02,Belgium,BE,57354,2021-01-02,2021-09-08,0,181,0
2021-01-02,Belgium,BE,57354,2021-01-02,2021-09-09,0,181,0
2021-01-02,Belgium,BE,57354,2021-01-02,2021-09-13,0,181,0
2021-01-02,Bulgaria,BG,55896,2021-01-02,2021-07-12,0,24,0
2021-01-02,Bulgaria,BG,55896,2021-01-02,2021-07-15,0,24,0
2021-01-02,Bulgaria,BG,55896,2021-01-02,2021-07-19,0,24,0
2021-01-02,Bulgaria,BG,55896,2021-01-02,2021-07-20,0,24,0
2021-01-02,Bulgaria,BG,55896,2021-01-02,2021-07-23,0,24,0
2021-01-02,Bulgaria,BG,55896,2021-01-02,2021-07-26,0,24,0
2021-01-02,Bulgaria,BG,55896,2021-01-02,2021-07-29,0,24,0
2021-01-02,Bulgaria,BG,55896,2021-01-02,2021-08-04,0,24,0
2021-01-02,Bulgaria,BG,55896,2021-01-02,2021-08-07,0,24,0
2021-01-02,Bulgaria,BG,55896,2021-01-02,2021-08-12,0,24,0
2021-01-02,Bulgaria,BG,55896,2021-01-02,2021-08-16,0,24,0
2021-01-02,Bulgaria,BG,55896,2021-01-02,2021-08-19,0,24,0
2021-01-02,Bulgaria,BG,55896,2021-01-02,2021-08-24,0,24,0
2021-01-02,Bulgaria,BG,55896,2021-01-02,2021-08-27,0,24,0
2021-01-02,Bulgaria,BG,55896,2021-01-02,2021-08-31,0,24,0
2021-01-02,Bulgaria,BG,55896,2021-01-02,2021-09-02,0,24,0
2021-01-02,Bulgaria,BG,55896,2021-01-02,2021-09-08,0,24,0
2021-01-02,Bulgaria,BG,55896,2021-01-02,2021-09-09,0,24,0
2021-01-02,Bulgaria,BG,55896,2021-01-02,2021-09-13,0,24,0
2021-01-02,Croatia,HR,56151,2021-01-02,2021-07-12,0,5,0
2021-01-02,Croatia,HR,56151,2021-01-02,2021-07-15,0,5,0
2021-01-02,Croatia,HR,56151,2021-01-02,2021-07-19,0,5,0
2021-01-02,Croatia,HR,56151,2021-01-02,2021-07-20,0,5,0
2021-01-02,Croatia,HR,56151,2021-01-02,2021-07-23,0,5,0
2021-01-02,Croatia,HR,56151,2021-01-02,2021-07-26,0,5,0
2021-01-02,Croatia,HR,56151,2021-01-02,2021-07-29,0,5,0
2021-01-02,Croatia,HR,56151,2021-01-02,2021-08-04,0,5,0
2021-01-02,Croatia,HR,56151,2021-01-02,2021-08-07,0,5,0
2021-01-02,Croatia,HR,56151,2021-01-02,2021-08-12,0,5,0
2021-01-02,Croatia,HR,56151,2021-01-02,2021-08-16,0,5,0
2021-01-02,Croatia,HR,56151,2021-01-02,2021-08-19,0,5,0
2021-01-02,Croatia,HR,56151,2021-01-02,2021-08-24,0,5,0
2021-01-02,Croatia,HR,56151,2021-01-02,2021-08-27,0,5,0
2021-01-02,Croatia,HR,56151,2021-01-02,2021-08-31,0,5,0
2021-01-02,Croatia,HR,56151,2021-01-02,2021-09-02,0,5,0
2021-01-02,Croatia,HR,56151,2021-01-02,2021-09-08,0,5,0
2021-01-02,Croatia,HR,56151,2021-01-02,2021-09-09,0,5,0
2021-01-02,Croatia,HR,56151,2021-01-02,2021-09-13,0,5,0
2021-01-02,Cyprus,CY,56778,2021-01-02,,,,
2021-01-02,Czechia,CZ,60225,2021-01-02,,,,
2021-01-02,Denmark,DK,8551,2021-01-02,2021-06-28,0,3990,0
2021-01-02,Denmark,DK,8551,2021-01-02,2021-06-30,0,3990,0
2021-01-02,Denmark,DK,8551,2021-01-02,2021-07-06,0,3990,0
2021-01-02,Denmark,DK,8551,2021-01-02,2021-07-09,0,3990,0
2021-01-02,Denmark,DK,8551,2021-01-02,2021-07-12,0,3990,0
2021-01-02,Denmark,DK,8551,2021-01-02,2021-07-15,0,3990,0
2021-01-02,Denmark,DK,8551,2021-01-02,2021-07-19,0,3990,0
2021-01-02,Denmark,DK,8551,2021-01-02,2021-07-20,0,3990,0
2021-01-02,Denmark,DK,8551,2021-01-02,2021-07-23,0,3990,0
2021-01-02,Denmark,DK,8551,2021-01-02,2021-07-26,0,3990,0
2021-01-02,Denmark,DK,8551,2021-01-02,2021-07-29,0,3990,0
2021-01-02,Denmark,DK,8551,2021-01-02,2021-08-04,0,3990,0
2021-01-02,Denmark,DK,8551,2021-01-02,2021-08-07,0,3990,0
2021-01-02,Denmark,DK,8551,2021-01-02,2021-08-12,0,3990,0
2021-01-02,Denmark,DK,8551,2021-01-02,2021-08-16,0,3990,0
2021-01-02,Denmark,DK,8551,2021-01-02,2021-08-19,0,3990,0
2021-01-02,Denmark,DK,8551,2021-01-02,2021-08-24,0,3990,0
2021-01-02,Denmark,DK,8551,2021-01-02,2021-08-27,0,3990,0
2021-01-02,Denmark,DK,8551,2021-01-02,2021-08-31,0,3990,0
2021-01-02,Denmark,DK,8551,2021-01-02,2021-09-02,0,3990,0
2021-01-02,Denmark,DK,8551,2021-01-02,2021-09-08,0,3990,0
2021-01-02,Denmark,DK,8551,2021-01-02,2021-09-09,0,3990,0
2021-01-02,Denmark,DK,8551,2021-01-02,2021-09-13,0,3990,0
2021-01-02,Estonia,EE,7543,2021-01-02,2021-08-24,0,37,0
2021-01-02,Estonia,EE,7543,2021-01-02,2021-08-27,0,37,0
2021-01-02,Estonia,EE,7543,2021-01-02,2021-08-31,0,37,0
2021-01-02,Estonia,EE,7543,2021-01-02,2021-09-02,0,37,0
2021-01-02,Estonia,EE,7543,2021-01-02,2021-09-08,0,37,0
2021-01-02,Estonia,EE,7543,2021-01-02,2021-09-09,0,37,0
2021-01-02,Estonia,EE,7543,2021-01-02,2021-09-13,0,37,0
2021-01-02,Finland,FI,6864,2021-01-02,2021-07-12,0,103,0
2021-01-02,Finland,FI,6864,2021-01-02,2021-07-15,0,103,0
2021-01-02,Finland,FI,6864,2021-01-02,2021-07-19,0,103,0
2021-01-02,Finland,FI,6864,2021-01-02,2021-07-20,0,103,0
2021-01-02,Finland,FI,6864,2021-01-02,2021-07-23,0,103,0
2021-01-02,Finland,FI,6864,2021-01-02,2021-07-26,0,103,0
2021-01-02,Finland,FI,6864,2021-01-02,2021-07-29,0,103,0
2021-01-02,Finland,FI,6864,2021-01-02,2021-08-04,0,103,0
2021-01-02,Finland,FI,6864,2021-01-02,2021-08-07,0,103,0
2021-01-02,Finland,FI,6864,2021-01-02,2021-08-12,0,103,0
2021-01-02,Finland,FI,6864,2021-01-02,2021-08-16,0,103,0
2021-01-02,Finland,FI,6864,2021-01-02,2021-08-19,0,103,0
2021-01-02,Finland,FI,6864,2021-01-02,2021-08-24,0,103,0
2021-01-02,Finland,FI,6864,2021-01-02,2021-08-27,0,103,0
2021-01-02,Finland,FI,6864,2021-01-02,2021-08-31,0,103,0
2021-01-02,Finland,FI,6864,2021-01-02,2021-09-02,0,103,0
2021-01-02,Finland,FI,6864,2021-01-02,2021-09-08,0,103,0
2021-01-02,Finland,FI,6864,2021-01-02,2021-09-09,0,103,0
2021-01-02,Finland,FI,6864,2021-01-02,2021-09-13,0,103,0
2021-01-02,France,FR,9883,2021-01-02,2021-06-25,0,218,0
2021-01-02,France,FR,9883,2021-01-02,2021-06-28,0,218,0
2021-01-02,France,FR,9883,2021-01-02,2021-06-30,0,219,0
2021-01-02,France,FR,9883,2021-01-02,2021-07-06,0,229,0
2021-01-02,France,FR,9883,2021-01-02,2021-07-09,0,229,0
2021-01-02,France,FR,9883,2021-01-02,2021-07-12,0,229,0
2021-01-02,France,FR,9883,2021-01-02,2021-07-15,0,229,0
2021-01-02,France,FR,9883,2021-01-02,2021-07-19,0,229,0
2021-01-02,France,FR,9883,2021-01-02,2021-07-20,0,229,0
2021-01-02,France,FR,9883,2021-01-02,2021-07-23,0,229,0
2021-01-02,France,FR,9883,2021-01-02,2021-07-26,0,229,0
2021-01-02,France,FR,9883,2021-01-02,2021-07-29,0,229,0
2021-01-02,France,FR,9883,2021-01-02,2021-08-04,0,229,0
2021-01-02,France,FR,9883,2021-01-02,2021-08-07,0,229,0
2021-01-02,France,FR,9883,2021-01-02,2021-08-12,0,229,0
2021-01-02,France,FR,9883,2021-01-02,2021-08-16,0,229,0
2021-01-02,France,FR,9883,2021-01-02,2021-08-19,0,229,0
2021-01-02,France,FR,9883,2021-01-02,2021-08-24,0,229,0
2021-01-02,France,FR,9883,2021-01-02,2021-08-27,0,229,0
2021-01-02,France,FR,9883,2021-01-02,2021-08-31,0,229,0
2021-01-02,France,FR,9883,2021-01-02,2021-09-02,0,229,0
2021-01-02,France,FR,9883,2021-01-02,2021-09-08,0,269,0
2021-01-02,France,FR,9883,2021-01-02,2021-09-09,0,269,0
2021-01-02,France,FR,9883,2021-01-02,2021-09-13,0,269,0
2021-01-02,Germany,DE,20531,2021-01-02,2021-06-23,0,268,0
2021-01-02,Germany,DE,20531,2021-01-02,2021-06-24,0,268,0
2021-01-02,Germany,DE,20531,2021-01-02,2021-06-25,0,268,0
2021-01-02,Germany,DE,20531,2021-01-02,2021-06-28,0,268,0
2021-01-02,Germany,DE,20531,2021-01-02,2021-06-30,0,268,0
2021-01-02,Germany,DE,20531,2021-01-02,2021-07-06,0,268,0
2021-01-02,Germany,DE,20531,2021-01-02,2021-07-09,0,268,0
2021-01-02,Germany,DE,20531,2021-01-02,2021-07-12,0,268,0
2021-01-02,Germany,DE,20531,2021-01-02,2021-07-15,0,268,0
2021-01-02,Germany,DE,20531,2021-01-02,2021-07-19,0,268,0
2021-01-02,Germany,DE,20531,2021-01-02,2021-07-20,0,268,0
2021-01-02,Germany,DE,20531,2021-01-02,2021-07-23,0,268,0
2021-01-02,Germany,DE,20531,2021-01-02,2021-07-26,0,268,0
2021-01-02,Germany,DE,20531,2021-01-02,2021-07-29,0,268,0
2021-01-02,Germany,DE,20531,2021-01-02,2021-08-04,0,268,0
2021-01-02,Germany,DE,20531,2021-01-02,2021-08-07,0,268,0
2021-01-02,Germany,DE,20531,2021-01-02,2021-08-12,0,268,0
2021-01-02,Germany,DE,20531,2021-01-02,2021-08-16,0,268,0
2021-01-02,Germany,DE,20531,2021-01-02,2021-08-19,0,268,0
2021-01-02,Germany,DE,20531,2021-01-02,2021-08-24,0,268,0
2021-01-02,Germany,DE,20531,2021-01-02,2021-08-27,0,268,0
2021-01-02,Germany,DE,20531,2021-01-02,2021-08-31,0,268,0
2021-01-02,Germany,DE,20531,2021-01-02,2021-09-02,0,268,0
2021-01-02,Germany,DE,20531,2021-01-02,2021-09-08,0,268,0
2021-01-02,Germany,DE,20531,2021-01-02,2021-09-09,0,268,0
2021-01-02,Germany,DE,20531,2021-01-02,2021-09-13,0,268,0
2021-01-02,Greece,GR,20166,2021-01-02,2021-07-12,0,92,0
2021-01-02,Greece,GR,20166,2021-01-02,2021-07-15,0,92,0
2021-01-02,Greece,GR,20166,2021-01-02,2021-07-19,0,92,0
2021-01-02,Greece,GR,20166,2021-01-02,2021-07-20,0,92,0
2021-01-02,Greece,GR,20166,2021-01-02,2021-07-23,0,92,0
2021-01-02,Greece,GR,20166,2021-01-02,2021-07-26,0,92,0
2021-01-02,Greece,GR,20166,2021-01-02,2021-07-29,0,92,0
2021-01-02,Greece,GR,20166,2021-01-02,2021-08-04,0,92,0
2021-01-02,Greece,GR,20166,2021-01-02,2021-08-07,0,92,0
2021-01-02,Greece,GR,20166,2021-01-02,2021-08-12,0,92,0
2021-01-02,Greece,GR,20166,2021-01-02,2021-08-16,0,92,0
2021-01-02,Greece,GR,20166,2021-01-02,2021-08-19,0,92,0
2021-01-02,Greece,GR,20166,2021-01-02,2021-08-24,0,92,0
2021-01-02,Greece,GR,20166,2021-01-02,2021-08-27,0,92,0
2021-01-02,Greece,GR,20166,2021-01-02,2021-08-31,0,92,0
2021-01-02,Greece,GR,20166,2021-01-02,2021-09-02,0,92,0
2021-01-02,Greece,GR,20166,2021-01-02,2021-09-08,0,92,0
2021-01-02,Greece,GR,20166,2021-01-02,2021-09-09,0,92,0
2021-01-02,Greece,GR,20166,2021-01-02,2021-09-13,0,92,0
2021-01-02,Hungary,HU,18129,2021-01-02,,,,
2021-01-02,Iceland,IS,16518,2021-01-02,2021-09-08,0,61,0
2021-01-02,Iceland,IS,16518,2021-01-02,2021-09-09,0,61,0
2021-01-02,Iceland,IS,16518,2021-01-02,2021-09-13,0,61,0
2021-01-02,Ireland,IE,19529,2021-01-02,2021-06-25,0,133,0
2021-01-02,Ireland,IE,19529,2021-01-02,2021-06-28,0,133,0
2021-01-02,Ireland,IE,19529,2021-01-02,2021-07-06,0,133,0
2021-01-02,Ireland,IE,19529,2021-01-02,2021-07-09,0,133,0
2021-01-02,Ireland,IE,19529,2021-01-02,2021-07-12,0,133,0
2021-01-02,Ireland,IE,19529,2021-01-02,2021-07-15,0,133,0
2021-01-02,Ireland,IE,19529,2021-01-02,2021-07-19,0,133,0
2021-01-02,Ireland,IE,19529,2021-01-02,2021-07-20,0,133,0
2021-01-02,Ireland,IE,19529,2021-01-02,2021-07-23,0,133,0
2021-01-02,Ireland,IE,19529,2021-01-02,2021-07-26,0,133,0
2021-01-02,Ireland,IE,19529,2021-01-02,2021-07-29,0,133,0
2021-01-02,Ireland,IE,19529,2021-01-02,2021-08-04,0,133,0
2021-01-02,Ireland,IE,19529,2021-01-02,2021-08-07,0,133,0
2021-01-02,Ireland,IE,19529,2021-01-02,2021-08-12,0,133,0
2021-01-02,Ireland,IE,19529,2021-01-02,2021-08-16,0,134,0
2021-01-02,Ireland,IE,19529,2021-01-02,2021-08-19,0,134,0
2021-01-02,Ireland,IE,19529,2021-01-02,2021-08-24,0,134,0
2021-01-02,Ireland,IE,19529,2021-01-02,2021-08-27,0,134,0
2021-01-02,Ireland,IE,19529,2021-01-02,2021-08-31,0,134,0
2021-01-02,Ireland,IE,19529,2021-01-02,2021-09-02,0,134,0
2021-01-02,Ireland,IE,19529,2021-01-02,2021-09-08,0,134,0
2021-01-02,Ireland,IE,19529,2021-01-02,2021-09-09,0,134,0
2021-01-02,Ireland,IE,19529,2021-01-02,2021-09-13,0,134,0
2021-01-02,Italy,IT,31153,2021-01-02,2021-06-23,0,291,0
2021-01-02,Italy,IT,31153,2021-01-02,2021-06-24,0,291,0
2021-01-02,Italy,IT,31153,2021-01-02,2021-06-25,0,292,0
2021-01-02,Italy,IT,31153,2021-01-02,2021-06-28,0,292,0
2021-01-02,Italy,IT,31153,2021-01-02,2021-06-30,0,292,0
2021-01-02,Italy,IT,31153,2021-01-02,2021-07-06,0,292,0
2021-01-02,Italy,IT,31153,2021-01-02,2021-07-09,0,292,0
2021-01-02,Italy,IT,31153,2021-01-02,2021-07-12,0,292,0
2021-01-02,Italy,IT,31153,2021-01-02,2021-07-15,0,292,0
2021-01-02,Italy,IT,31153,2021-01-02,2021-07-19,0,292,0
2021-01-02,Italy,IT,31153,2021-01-02,2021-07-20,0,292,0
2021-01-02,Italy,IT,31153,2021-01-02,2021-07-23,0,292,0
2021-01-02,Italy,IT,31153,2021-01-02,2021-07-26,0,292,0
2021-01-02,Italy,IT,31153,2021-01-02,2021-07-29,0,292,0
2021-01-02,Italy,IT,31153,2021-01-02,2021-08-04,0,293,0
2021-01-02,Italy,IT,31153,2021-01-02,2021-08-07,0,298,0
2021-01-02,Italy,IT,31153,2021-01-02,2021-08-12,0,305,0
2021-01-02,Italy,IT,31153,2021-01-02,2021-08-16,0,305,0
2021-01-02,Italy,IT,31153,2021-01-02,2021-08-19,0,305,0
2021-01-02,Italy,IT,31153,2021-01-02,2021-08-24,0,305,0
2021-01-02,Italy,IT,31153,2021-01-02,2021-08-27,0,305,0
2021-01-02,Italy,IT,31153,2021-01-02,2021-08-31,0,318,0
2021-01-02,Italy,IT,31153,2021-01-02,2021-09-02,0,318,0
2021-01-02,Italy,IT,31153,2021-01-02,2021-09-08,0,318,0
2021-01-02,Italy,IT,31153,2021-01-02,2021-09-09,0,318,0
2021-01-02,Italy,IT,31153,2021-01-02,2021-09-13,0,318,0
2021-01-02,Latvia,LV,28108,2021-01-02,2021-07-12,0,1,0
2021-01-02,Latvia,LV,28108,2021-01-02,2021-07-15,0,1,0
2021-01-02,Latvia,LV,28108,2021-01-02,2021-07-19,0,1,0
2021-01-02,Latvia,LV,28108,2021-01-02,2021-07-20,0,1,0
2021-01-02,Latvia,LV,28108,2021-01-02,2021-07-23,0,1,0
2021-01-02,Latvia,LV,28108,2021-01-02,2021-07-26,0,1,0
2021-01-02,Latvia,LV,28108,2021-01-02,2021-07-29,0,1,0
2021-01-02,Latvia,LV,28108,2021-01-02,2021-08-04,0,1,0
2021-01-02,Latvia,LV,28108,2021-01-02,2021-08-07,0,1,0
2021-01-02,Latvia,LV,28108,2021-01-02,2021-08-12,0,1,0
2021-01-02,Latvia,LV,28108,2021-01-02,2021-08-16,0,1,0
2021-01-02,Latvia,LV,28108,2021-01-02,2021-08-19,0,1,0
2021-01-02,Latvia,LV,28108,2021-01-02,2021-08-24,0,1,0
2021-01-02,Latvia,LV,28108,2021-01-02,2021-08-27,0,1,0
2021-01-02,Latvia,LV,28108,2021-01-02,2021-08-31,0,1,0
2021-01-02,Latvia,LV,28108,2021-01-02,2021-09-02,0,1,0
2021-01-02,Latvia,LV,28108,2021-01-02,2021-09-08,0,1,0
2021-01-02,Latvia,LV,28108,2021-01-02,2021-09-09,0,1,0
2021-01-02,Latvia,LV,28108,2021-01-02,2021-09-13,0,1,0
2021-01-02,Liechtenstein,LI,17232,2021-01-02,,,,
2021-01-02,Lithuania,LT,18477,2021-01-02,2021-07-12,0,89,0
2021-01-02,Lithuania,LT,18477,2021-01-02,2021-07-15,0,89,0
2021-01-02,Lithuania,LT,18477,2021-01-02,2021-07-19,0,89,0
2021-01-02,Lithuania,LT,18477,2021-01-02,2021-07-20,0,89,0
2021-01-02,Lithuania,LT,18477,2021-01-02,2021-07-23,0,89,0
2021-01-02,Lithuania,LT,18477,2021-01-02,2021-07-26,0,89,0
2021-01-02,Lithuania,LT,18477,2021-01-02,2021-07-29,0,89,0
2021-01-02,Lithuania,LT,18477,2021-01-02,2021-08-04,0,89,0
2021-01-02,Lithuania,LT,18477,2021-01-02,2021-08-07,0,89,0
2021-01-02,Lithuania,LT,18477,2021-01-02,2021-08-12,0,89,0
2021-01-02,Lithuania,LT,18477,2021-01-02,2021-08-16,0,89,0
2021-01-02,Lithuania,LT,18477,2021-01-02,2021-08-19,0,89,0
2021-01-02,Lithuania,LT,18477,2021-01-02,2021-08-24,0,89,0
2021-01-02,Lithuania,LT,18477,2021-01-02,2021-08-27,0,89,0
2021-01-02,Lithuania,LT,18477,2021-01-02,2021-08-31,0,89,0
2021-01-02,Lithuania,LT,18477,2021-01-02,2021-09-02,0,89,0
2021-01-02,Lithuania,LT,18477,2021-01-02,2021-09-08,0,89,0
2021-01-02,Lithuania,LT,18477,2021-01-02,2021-09-09,0,89,0
2021-01-02,Lithuania,LT,18477,2021-01-02,2021-09-13,0,89,0
2021-01-02,Luxembourg,LU,17067,2021-01-02,2021-07-12,0,142,0
2021-01-02,Luxembourg,LU,17067,2021-01-02,2021-07-15,0,142,0
2021-01-02,Luxembourg,LU,17067,2021-01-02,2021-07-19,0,142,0
2021-01-02,Luxembourg,LU,17067,2021-01-02,2021-07-20,0,142,0
2021-01-02,Luxembourg,LU,17067,2021-01-02,2021-07-23,0,142,0
2021-01-02,Luxembourg,LU,17067,2021-01-02,2021-07-26,0,142,0
2021-01-02,Luxembourg,LU,17067,2021-01-02,2021-07-29,0,142,0
2021-01-02,Luxembourg,LU,17067,2021-01-02,2021-08-04,0,148,0
2021-01-02,Luxembourg,LU,17067,2021-01-02,2021-08-07,0,148,0
2021-01-02,Luxembourg,LU,17067,2021-01-02,2021-08-12,0,148,0
2021-01-02,Luxembourg,LU,17067,2021-01-02,2021-08-16,0,148,0
2021-01-02,Luxembourg,LU,17067,2021-01-02,2021-08-19,0,148,0
2021-01-02,Luxembourg,LU,17067,2021-01-02,2021-08-24,0,148,0
2021-01-02,Luxembourg,LU,17067,2021-01-02,2021-08-27,0,148,0
2021-01-02,Luxembourg,LU,17067,2021-01-02,2021-08-31,0,148,0
2021-01-02,Luxembourg,LU,17067,2021-01-02,2021-09-02,0,148,0
2021-01-02,Luxembourg,LU,17067,2021-01-02,2021-09-08,0,148,0
2021-01-02,Luxembourg,LU,17067,2021-01-02,2021-09-09,0,148,0
2021-01-02,Luxembourg,LU,17067,2021-01-02,2021-09-13,0,148,0
2021-01-02,Malta,MT,17155,2021-01-02,,,,
2021-01-02,Netherlands,NL,22362,2021-01-02,2021-06-28,0,580,0
2021-01-02,Netherlands,NL,22362,2021-01-02,2021-07-06,0,581,0
2021-01-02,Netherlands,NL,22362,2021-01-02,2021-07-09,0,582,0
2021-01-02,Netherlands,NL,22362,2021-01-02,2021-07-12,0,582,0
2021-01-02,Netherlands,NL,22362,2021-01-02,2021-07-15,0,588,0
2021-01-02,Netherlands,NL,22362,2021-01-02,2021-07-19,0,588,0
2021-01-02,Netherlands,NL,22362,2021-01-02,2021-07-20,0,588,0
2021-01-02,Netherlands,NL,22362,2021-01-02,2021-07-23,0,588,0
2021-01-02,Netherlands,NL,22362,2021-01-02,2021-07-26,0,589,0
2021-01-02,Netherlands,NL,22362,2021-01-02,2021-07-29,0,589,0
2021-01-02,Netherlands,NL,22362,2021-01-02,2021-08-04,0,589,0
2021-01-02,Netherlands,NL,22362,2021-01-02,2021-08-07,0,589,0
2021-01-02,Netherlands,NL,22362,2021-01-02,2021-08-12,0,589,0
2021-01-02,Netherlands,NL,22362,2021-01-02,2021-08-16,0,589,0
2021-01-02,Netherlands,NL,22362,2021-01-02,2021-08-19,0,589,0
2021-01-02,Netherlands,NL,22362,2021-01-02,2021-08-24,0,592,0
2021-01-02,Netherlands,NL,22362,2021-01-02,2021-08-27,0,592,0
2021-01-02,Netherlands,NL,22362,2021-01-02,2021-08-31,0,592,0
2021-01-02,Netherlands,NL,22362,2021-01-02,2021-09-02,0,592,0
2021-01-02,Netherlands,NL,22362,2021-01-02,2021-09-08,0,592,0
2021-01-02,Netherlands,NL,22362,2021-01-02,2021-09-09,0,592,0
2021-01-02,Netherlands,NL,22362,2021-01-02,2021-09-13,0,592,0
2021-01-02,Norway,NO,11000,2021-01-02,2021-07-12,0,133,0
2021-01-02,Norway,NO,11000,2021-01-02,2021-07-15,0,133,0
2021-01-02,Norway,NO,11000,2021-01-02,2021-07-19,0,137,0
2021-01-02,Norway,NO,11000,2021-01-02,2021-07-20,0,137,0
2021-01-02,Norway,NO,11000,2021-01-02,2021-07-23,0,136,0
2021-01-02,Norway,NO,11000,2021-01-02,2021-07-26,0,136,0
2021-01-02,Norway,NO,11000,2021-01-02,2021-07-29,0,136,0
2021-01-02,Norway,NO,11000,2021-01-02,2021-08-04,0,138,0
2021-01-02,Norway,NO,11000,2021-01-02,2021-08-07,0,138,0
2021-01-02,Norway,NO,11000,2021-01-02,2021-08-12,0,138,0
2021-01-02,Norway,NO,11000,2021-01-02,2021-08-16,0,138,0
2021-01-02,Norway,NO,11000,2021-01-02,2021-08-19,0,139,0
2021-01-02,Norway,NO,11000,2021-01-02,2021-08-24,0,140,0
2021-01-02,Norway,NO,11000,2021-01-02,2021-08-27,0,140,0
2021-01-02,Norway,NO,11000,2021-01-02,2021-08-31,0,140,0
2021-01-02,Norway,NO,11000,2021-01-02,2021-09-02,0,148,0
2021-01-02,Norway,NO,11000,2021-01-02,2021-09-08,0,148,0
2021-01-02,Norway,NO,11000,2021-01-02,2021-09-09,0,148,0
2021-01-02,Norway,NO,11000,2021-01-02,2021-09-13,0,148,0
2021-01-02,Poland,PL,17692,2021-01-02,2021-07-12,0,6,0
2021-01-02,Poland,PL,17692,2021-01-02,2021-07-15,0,6,0
2021-01-02,Poland,PL,17692,2021-01-02,2021-07-19,0,6,0
2021-01-02,Poland,PL,17692,2021-01-02,2021-07-20,0,6,0
2021-01-02,Poland,PL,17692,2021-01-02,2021-07-23,0,6,0
2021-01-02,Poland,PL,17692,2021-01-02,2021-07-26,0,6,0
2021-01-02,Poland,PL,17692,2021-01-02,2021-07-29,0,6,0
2021-01-02,Poland,PL,17692,2021-01-02,2021-08-04,0,6,0
2021-01-02,Poland,PL,17692,2021-01-02,2021-08-07,0,6,0
2021-01-02,Poland,PL,17692,2021-01-02,2021-08-12,0,6,0
2021-01-02,Poland,PL,17692,2021-01-02,2021-08-16,0,6,0
2021-01-02,Poland,PL,17692,2021-01-02,2021-08-19,0,6,0
